,userID,u_EF,u_avg_orders,u_avg_period,u_first_bought,u_last_bought,u_std_avg_period,u_mean_bought,u_std_bought
175814,8794,5,4.14,30.33,21,203,23.35,134.57,71.03
175839,8795,4,4.71,30.5,22,205,24.79,128.14,57.56
175871,8796,3,4.25,36.33,79,188,20.42,127.0,44.64
175879,8797,1,2.0,0.0,191,191,0.0,191.0,0.0
175881,8798,5,2.57,26.33,40,198,16.74,107.86,56.09
175896,8799,4,5.0,31.2,56,212,19.45,153.17,54.28
175913,8800,5,5.89,22.88,27,210,20.35,98.44,64.39
175942,8801,5,5.83,40.6,5,208,26.49,113.5,65.5
175969,8802,5,5.88,27.86,17,212,26.57,126.5,75.41
175997,8803,6,4.5,34.4,23,195,15.7,118.5,55.86
176018,8804,5,3.92,13.75,46,211,11.11,118.92,53.84
176059,8805,4,3.0,42.25,16,185,17.2,95.2,58.56
176066,8806,4,3.83,30.0,58,208,21.59,143.33,59.58
176082,8807,3,16.67,43.5,51,138,10.5,98.0,35.86
176095,8808,7,3.56,21.5,27,199,5.07,112.78,56.28
176121,8809,6,3.43,31.5,6,195,16.88,108.14,60.12
176143,8810,7,3.12,24.43,16,187,9.97,105.38,57.41
176164,8811,3,5.0,26.0,35,165,27.23,73.67,45.8
176179,8812,4,6.0,26.0,36,192,22.06,127.57,51.2
176211,8813,3,3.0,65.0,29,159,53.0,76.33,58.66
176220,8814,3,19.33,60.5,53,174,1.5,114.0,49.4
176230,8815,2,4.5,131.0,49,180,0.0,114.5,65.5
176238,8816,6,5.62,26.29,7,191,22.97,132.88,59.88
176273,8817,6,5.25,27.29,3,194,10.02,92.38,61.48
176301,8818,7,2.14,14.23,6,191,11.66,76.14,58.16
176324,8819,1,5.0,0.0,150,150,0.0,150.0,0.0
176329,8820,4,2.6,41.75,35,202,26.43,102.6,56.38
176341,8821,3,2.0,40.0,19,179,32.86,125.2,59.28
176351,8822,7,4.43,16.15,6,216,12.81,92.79,70.47
176395,8823,4,6.0,66.0,19,217,37.96,102.5,80.9
176417,8824,6,4.0,17.56,43,201,13.88,139.9,48.99
176448,8825,3,4.0,23.6,65,183,19.26,117.0,44.61
176464,8826,5,8.2,38.0,32,184,24.26,116.4,60.78
176484,8827,7,3.5,16.64,4,187,9.41,102.17,59.63
176518,8828,2,2.33,10.0,170,190,6.0,178.0,8.64
176524,8829,7,7.3,19.78,19,197,15.63,130.6,59.75
176556,8830,4,2.6,44.75,10,189,33.33,75.6,70.66
176569,8831,2,2.67,34.5,76,145,18.5,104.33,29.49
176575,8832,3,5.0,40.33,31,152,16.86,83.25,44.53
176591,8833,4,3.29,18.33,30,140,11.01,91.29,33.19
176606,8834,4,3.9,23.11,2,210,22.11,121.9,74.69
176638,8835,4,5.4,40.25,11,172,23.41,103.6,63.11
176662,8836,7,4.17,16.64,14,197,13.36,110.75,63.62
176691,8837,7,4.27,18.5,19,204,13.3,102.0,63.74
176734,8838,2,3.5,142.0,21,163,0.0,92.0,71.0
176739,8839,5,4.6,53.25,3,216,19.98,114.8,72.96
176760,8840,7,7.11,25.38,13,216,15.78,142.56,66.98
176801,8841,4,4.2,39.0,42,198,17.49,106.0,57.48
176818,8842,7,7.53,12.86,22,202,10.82,113.53,62.62
176894,8843,2,4.5,54.0,162,216,0.0,189.0,27.0
176897,8844,6,4.6,17.89,35,196,12.97,122.7,58.61
176933,8845,5,4.83,33.2,10,176,18.95,75.5,61.16
176959,8846,4,4.0,35.5,60,202,20.98,147.4,49.6
176974,8847,6,6.9,23.44,1,212,15.22,113.9,71.35
177002,8848,2,3.25,22.33,66,133,20.42,88.0,26.62
177013,8849,5,4.71,30.0,23,203,21.38,130.86,63.09
177039,8850,6,4.2,20.22,16,198,17.56,118.7,65.14
177066,8851,6,4.38,23.43,26,190,11.7,121.25,53.56
177097,8852,3,2.4,45.5,14,196,40.7,69.8,68.93
177108,8853,3,2.5,41.0,66,189,19.51,119.75,44.73
177116,8854,3,3.67,96.0,3,195,30.0,89.0,79.65
177124,8855,5,2.78,25.12,1,202,24.85,65.56,60.78
177146,8856,4,3.75,58.67,35,211,43.15,105.0,64.97
177160,8857,4,3.33,30.8,28,182,20.39,99.33,59.55
177177,8858,1,4.0,0.0,102,102,0.0,102.0,0.0
177181,8859,5,5.6,27.5,14,124,14.15,70.2,42.52
177195,8860,8,2.0,25.38,14,217,15.48,110.56,69.91
177211,8861,5,3.14,31.0,3,189,25.03,101.86,53.74
177223,8862,8,2.92,15.67,29,217,11.31,122.62,64.74
177260,8863,4,3.14,25.0,25,175,24.93,98.0,62.94
177278,8864,6,4.25,25.86,35,216,18.91,124.75,50.5
177309,8865,6,3.42,17.27,21,211,15.17,138.67,57.45
177345,8866,4,4.33,27.2,61,197,33.47,128.5,57.49
177369,8867,5,2.75,26.86,11,199,23.43,97.62,73.06
177390,8868,7,4.92,16.5,19,217,11.57,103.46,58.97
177432,8869,7,3.5,7.26,3,199,6.64,106.93,68.95
177509,8870,6,4.14,31.67,6,196,14.76,111.29,61.15
177530,8871,1,3.0,12.0,187,199,0.0,193.0,6.0
177536,8872,4,6.2,34.25,43,180,20.63,94.4,49.99
177556,8873,7,4.23,15.58,12,199,11.02,86.54,55.01
177600,8874,5,3.62,25.29,2,179,16.88,97.75,66.41
177628,8875,4,4.71,29.5,16,193,20.5,92.86,61.63
177657,8876,5,3.56,26.25,2,212,19.77,105.44,62.92
177677,8877,4,1.67,34.6,27,200,45.44,136.33,72.55
177685,8878,5,3.71,25.5,14,167,17.76,68.0,49.34
177708,8879,6,2.27,16.6,48,214,10.24,124.36,51.75
177728,8880,1,1.0,0.0,97,97,0.0,97.0,0.0
177729,8881,6,3.88,24.86,1,175,14.71,81.38,55.4
177757,8882,5,3.75,24.57,37,209,18.8,127.0,61.2
177783,8883,3,4.4,8.25,90,123,2.28,104.8,11.86
177796,8884,6,2.67,22.25,19,197,16.99,134.33,58.72
177817,8885,5,5.2,34.0,40,176,6.82,108.6,49.19
177837,8886,4,3.5,61.33,7,191,26.41,87.25,72.91
177841,8887,5,4.5,35.2,8,184,18.63,77.83,59.16
177861,8888,4,3.17,36.8,1,185,30.03,95.5,54.57
177872,8889,8,5.5,18.64,11,216,8.61,124.08,60.58
177918,8890,6,1.33,24.5,8,204,17.85,88.22,57.13
177930,8891,5,4.38,24.71,16,189,12.37,92.5,56.31
177959,8892,3,4.57,17.5,89,194,21.79,164.57,33.34
177983,8893,5,8.4,48.75,22,217,11.61,127.8,70.08
177997,8894,2,2.33,31.5,8,71,9.5,36.33,26.11
178002,8895,4,2.0,44.0,41,217,35.81,150.6,68.7
178012,8896,3,2.0,36.67,37,147,25.63,80.5,40.78
178020,8897,3,3.8,21.75,96,183,5.72,142.8,30.93
178039,8898,3,5.0,58.5,15,132,36.5,61.33,50.77
178046,8899,4,2.25,47.33,13,155,26.84,94.25,58.02
178055,8900,4,3.2,42.0,43,211,26.25,139.4,55.69
178065,8901,4,3.29,16.5,78,177,12.09,131.86,31.69
178086,8902,4,5.5,15.71,28,138,12.0,79.0,37.02
178116,8903,5,7.0,30.14,5,216,31.79,152.38,68.07
178145,8904,2,3.5,136.0,68,204,0.0,136.0,68.0
178150,8905,6,3.25,25.14,25,201,21.0,114.25,59.87
178171,8906,4,2.4,38.0,39,191,25.97,137.2,55.43
178179,8907,2,5.0,19.0,31,88,5.1,62.5,21.24
178195,8908,5,3.0,34.25,27,164,13.03,104.0,51.63
178208,8909,2,2.75,66.0,13,211,82.74,156.25,82.88
178218,8910,5,2.57,23.5,26,167,14.27,89.29,44.21
178235,8911,4,18.25,36.67,91,201,33.07,143.25,48.8
178246,8912,5,4.88,26.86,7,195,29.98,108.12,68.91
178278,8913,4,3.25,34.0,92,194,26.32,130.0,38.57
178290,8914,3,6.25,44.33,1,134,42.19,89.75,52.26
178300,8915,3,3.33,69.0,29,167,20.0,91.33,57.12
178309,8916,5,2.0,22.0,90,200,13.58,138.0,39.03
178318,8917,5,2.83,34.2,7,178,19.73,76.5,60.91
178334,8918,5,4.8,23.33,2,212,26.12,78.7,73.3
178366,8919,4,4.43,32.17,4,197,37.24,137.0,67.08
178387,8920,3,3.5,38.0,18,132,11.34,74.5,41.05
178398,8921,1,3.33,4.0,84,92,2.0,88.67,3.4
178405,8922,3,4.5,59.33,7,185,32.25,86.0,64.11
178421,8923,7,3.36,15.23,11,209,10.5,127.36,62.64
178455,8924,6,3.14,22.67,80,216,9.64,141.71,46.64
178475,8925,4,7.0,31.25,54,179,23.49,105.6,49.26
178499,8926,5,4.5,26.14,33,216,17.81,107.0,58.33
178519,8927,3,3.14,34.33,5,211,45.54,73.29,81.07
178539,8928,3,3.5,18.33,148,203,13.52,183.75,22.28
178546,8929,5,6.67,18.25,62,208,12.17,127.44,47.12
178564,8930,2,3.0,128.0,47,175,0.0,111.0,64.0
178569,8931,4,3.2,49.0,1,197,41.16,68.4,69.75
178580,8932,4,4.2,40.5,8,170,20.02,97.6,56.11
178599,8933,4,3.5,57.33,40,212,21.01,125.25,68.15
178605,8934,4,5.8,44.5,34,212,23.43,143.6,65.27
178629,8935,5,4.0,27.0,39,201,13.77,111.43,52.42
178656,8936,4,3.67,31.0,19,174,22.86,91.17,61.57
178676,8937,4,3.33,23.2,32,148,8.93,94.83,41.33
178691,8938,4,3.0,47.0,14,202,30.68,117.2,61.98
178705,8939,6,4.4,20.67,18,204,18.05,133.9,63.81
178740,8940,3,5.33,26.5,48,101,3.5,73.33,21.7
178754,8941,3,3.4,39.5,45,203,36.69,143.6,56.93
178770,8942,7,5.0,22.33,16,217,15.94,121.2,63.54
178809,8943,5,3.62,26.71,16,203,25.26,130.12,68.46
178830,8944,3,1.5,62.0,11,197,45.45,88.25,67.7
178835,8945,5,3.92,17.55,16,209,20.83,118.92,66.16
178880,8946,3,4.0,91.0,31,213,20.0,128.67,74.9
178892,8947,7,4.7,19.33,18,192,14.24,109.9,54.72
178923,8948,4,3.6,36.25,49,194,25.26,142.0,56.66
178940,8949,5,3.56,24.62,16,213,23.26,82.67,60.56
178964,8950,4,2.25,58.33,16,191,24.09,111.0,63.16
178972,8951,7,4.0,13.86,2,196,10.32,103.4,62.4
179022,8952,1,2.0,0.0,52,52,0.0,52.0,0.0
179024,8953,7,3.7,20.56,13,198,8.02,119.7,62.18
179052,8954,5,5.0,33.25,43,176,9.63,106.2,45.21
179059,8955,7,4.86,16.46,3,217,12.34,113.93,69.36
179094,8956,5,3.11,18.12,65,210,12.77,152.33,47.38
179114,8957,6,2.0,14.36,3,204,15.95,130.47,69.93
179139,8958,1,2.0,0.0,29,29,0.0,29.0,0.0
179141,8959,3,5.5,42.0,26,152,22.23,86.75,44.77
179151,8960,4,8.83,19.4,96,193,12.08,139.67,33.3
179180,8961,1,2.0,0.0,46,46,0.0,46.0,0.0
179182,8962,5,2.4,45.5,28,210,23.61,137.0,63.28
179193,8963,4,3.83,37.6,13,201,36.77,112.0,71.77
179213,8964,4,2.75,22.29,54,210,22.49,128.25,42.29
179230,8965,6,2.12,25.71,16,196,19.74,88.5,52.29
179244,8966,2,2.0,78.0,77,155,0.0,116.0,39.0
179246,8967,7,3.85,15.08,14,195,8.13,107.92,56.95
179282,8968,7,3.67,14.07,5,202,10.36,116.0,55.13
179327,8969,4,3.17,34.4,2,174,32.98,89.67,65.77
179337,8970,3,3.0,38.0,27,141,26.98,93.0,41.35
179348,8971,1,2.0,0.0,90,90,0.0,90.0,0.0
179350,8972,7,2.22,12.12,7,213,7.53,116.22,65.62
179387,8973,4,4.0,28.67,7,179,29.26,67.43,63.32
179411,8974,3,5.33,57.5,81,196,12.5,142.67,47.32
179422,8975,7,4.14,14.85,5,198,11.31,101.29,67.78
179477,8976,4,5.71,31.0,20,206,31.52,128.43,60.0
179507,8977,6,2.14,29.67,28,206,18.9,111.43,59.3
179521,8978,5,4.14,29.5,35,212,17.33,143.86,65.69
179537,8979,4,3.83,34.4,12,184,34.54,81.83,57.02
179553,8980,6,2.67,14.55,5,165,7.4,85.08,51.81
179583,8981,6,5.38,20.57,45,189,12.13,115.62,43.55
179606,8982,6,3.43,31.67,6,196,18.51,112.43,63.75
179628,8983,4,3.0,35.33,23,129,16.01,70.25,38.39
179636,8984,1,6.0,0.0,115,115,0.0,115.0,0.0
179641,8985,2,2.67,43.5,95,182,37.5,151.0,39.67
179645,8986,5,5.12,26.14,29,212,24.19,132.38,50.76
179675,8987,6,3.57,25.83,62,217,12.12,141.71,50.8
179698,8988,7,3.83,17.18,22,211,11.16,126.58,58.34
179741,8989,4,3.0,37.33,82,194,14.27,129.5,43.14
179753,8990,8,3.9,22.44,15,217,8.66,107.7,67.12
179781,8991,5,3.2,40.0,26,186,25.29,103.8,62.87
179794,8992,4,2.29,33.0,15,213,40.24,121.57,82.16
179808,8993,5,6.2,47.25,14,203,14.08,100.8,64.5
179832,8994,7,4.44,25.5,6,210,12.28,109.33,58.64
179861,8995,6,5.29,31.17,13,200,9.82,100.0,65.14
179886,8996,4,2.5,42.67,56,184,28.86,121.5,45.29
179895,8997,3,2.0,85.5,26,197,37.5,124.0,72.01
179899,8998,3,3.75,60.0,23,203,51.15,141.5,70.53
179909,8999,5,8.11,15.88,56,183,5.23,114.89,42.06
179949,9000,4,4.8,19.11,38,210,21.58,125.7,62.58
179989,9001,2,3.5,34.67,47,151,40.0,76.75,43.15
179999,9002,3,3.0,33.2,38,204,42.8,155.5,54.44
180012,9003,5,5.86,33.0,13,211,19.15,121.86,74.18
180037,9004,4,3.6,36.25,56,201,19.8,134.0,53.17
180050,9005,4,3.25,61.33,24,208,45.17,141.0,70.72
180063,9006,8,3.08,16.92,14,217,10.81,110.54,68.72
180099,9007,4,1.43,31.5,2,191,20.35,83.29,66.05
180108,9008,6,4.11,26.62,3,216,34.33,130.44,74.47
180136,9009,4,3.67,26.0,36,166,18.28,109.17,47.92
180151,9010,6,4.88,26.43,21,206,12.62,106.12,66.36
180181,9011,7,4.45,20.6,4,210,10.1,116.91,62.66
180215,9012,1,1.0,27.0,64,91,0.0,77.5,13.5
180217,9013,5,2.0,30.8,60,214,13.33,146.83,55.29
180227,9014,4,6.0,58.33,28,203,24.69,104.0,69.14
180243,9015,3,5.8,46.75,26,213,40.11,145.0,73.5
180268,9016,7,4.45,19.5,16,211,12.16,132.0,62.71
180307,9017,5,7.0,42.2,6,217,22.66,99.67,76.25
180340,9018,3,2.0,13.17,134,213,6.72,178.14,26.91
180349,9019,5,3.86,30.33,21,203,20.67,115.43,65.79
180368,9020,3,4.75,47.33,40,182,48.61,83.0,58.11
180382,9021,6,7.07,12.46,21,183,10.7,107.21,49.86
180445,9022,5,2.38,23.0,17,178,19.96,93.0,60.35
180462,9023,3,2.75,56.33,42,211,30.23,145.0,65.5
180469,9024,5,4.67,26.25,4,214,16.63,111.56,79.81
180506,9025,6,3.71,23.83,53,196,18.86,136.14,52.62
180527,9026,3,1.5,45.67,65,202,29.53,148.5,56.27
180533,9027,4,3.75,48.0,57,201,19.03,120.75,52.59
180546,9028,4,3.0,36.33,10,119,15.97,60.25,39.18
180552,9029,3,4.0,46.5,7,100,14.5,48.67,38.58
180563,9030,6,4.0,39.6,19,217,24.25,113.0,74.9
180576,9031,2,3.5,171.0,42,213,0.0,127.5,85.5
180579,9032,3,4.0,45.25,31,212,45.56,130.0,74.04
180592,9033,7,4.86,7.74,1,210,4.87,108.0,66.32
180682,9034,7,2.92,15.91,14,189,12.85,98.92,61.95
180717,9035,4,3.62,23.14,41,203,22.9,125.25,55.82
180743,9036,1,4.0,0.0,162,162,0.0,162.0,0.0
180745,9037,5,3.57,27.33,30,194,33.16,112.0,71.63
180763,9038,7,6.44,13.33,13,213,8.01,119.0,63.51
180857,9039,5,4.11,24.88,4,203,16.59,91.67,58.62
180882,9040,7,5.0,14.57,2,206,8.86,108.47,64.07
180934,9041,4,4.71,26.33,2,160,32.14,78.57,63.82
180960,9042,1,8.0,0.0,66,66,0.0,66.0,0.0
180965,9043,3,8.67,84.5,29,198,78.5,87.33,78.29
180982,9044,5,4.17,22.6,87,200,11.53,145.17,36.42
181002,9045,3,4.67,39.8,5,204,48.87,128.5,81.29
181022,9046,3,5.25,37.67,41,154,38.27,101.5,51.45
181037,9047,6,3.0,16.0,13,205,11.85,104.38,60.18
181065,9048,4,5.25,39.0,28,145,14.76,91.75,42.42
181079,9049,6,3.45,20.4,9,213,14.32,103.0,73.71
181116,9050,4,2.2,37.75,61,212,20.33,139.0,59.45
181123,9051,3,10.67,58.5,37,154,54.5,113.67,54.24
181131,9052,2,4.0,150.0,30,180,0.0,105.0,75.0
181138,9053,5,2.0,25.33,48,200,18.33,121.71,55.51
181150,9054,5,2.71,33.67,3,205,27.12,77.14,63.02
181168,9055,3,4.75,37.67,6,119,20.24,70.25,45.89
181181,9056,3,2.4,20.75,118,201,25.34,163.4,37.13
181191,9057,7,4.3,23.56,5,217,11.67,122.9,68.35
181221,9058,6,2.91,19.1,14,205,15.73,104.91,61.39
181246,9059,8,2.1,21.0,27,216,13.36,131.4,60.96
181267,9060,7,3.54,16.33,1,197,13.64,112.08,56.06
181303,9061,7,2.0,18.6,6,192,10.29,90.36,55.97
181323,9062,5,2.25,23.14,14,176,15.38,79.75,58.27
181336,9063,4,5.0,24.0,53,149,7.65,105.2,35.58
181358,9064,3,3.25,43.33,19,149,26.84,79.25,46.27
181371,9065,7,4.0,21.25,45,215,15.47,124.44,57.97
181392,9066,5,3.33,33.6,28,196,26.92,103.0,62.5
181409,9067,6,2.62,30.14,5,216,28.05,93.62,76.83
181424,9068,5,1.71,34.33,1,207,19.24,104.29,77.51
181436,9069,2,4.33,72.0,23,167,62.0,115.67,65.65
181445,9070,2,4.5,135.0,48,183,0.0,115.5,67.5
181447,9071,7,4.3,21.33,19,211,15.59,122.9,61.57
181477,9072,5,3.11,20.62,47,212,13.53,130.56,53.87
181500,9073,7,3.3,21.89,1,198,13.47,113.9,65.19
181530,9074,5,2.8,48.75,10,205,27.97,87.6,67.01
181542,9075,3,1.5,59.67,26,205,37.97,138.75,70.68
181548,9076,4,3.57,25.0,21,171,19.43,85.57,46.52
181564,9077,4,6.25,21.57,34,185,18.1,85.0,49.46
181598,9078,6,5.08,15.45,5,175,10.51,92.33,55.15
181658,9079,4,2.86,17.67,34,140,17.09,75.43,40.03
181673,9080,3,2.8,33.5,5,139,33.06,83.2,55.35
181683,9081,5,2.33,22.62,35,216,21.24,136.44,62.89
181702,9082,3,2.25,65.0,16,211,30.54,128.75,77.45
181710,9083,2,2.75,38.67,64,180,40.84,99.0,47.36
181721,9084,7,3.25,26.57,1,187,15.29,99.38,62.05
181746,9085,6,4.2,23.22,2,211,20.23,107.0,68.35
181775,9086,4,2.83,29.0,17,162,22.92,95.83,55.09
181789,9087,6,5.64,16.3,34,197,7.59,129.64,53.72
181827,9088,4,2.33,34.2,7,178,23.4,85.0,59.28
181840,9089,4,4.38,21.29,15,164,21.25,87.38,46.98
181868,9090,3,3.75,42.33,80,207,38.73,138.75,56.49
181882,9091,5,3.2,45.5,30,212,24.26,123.6,70.85
181894,9092,5,9.0,43.75,23,198,4.87,111.4,60.59
181918,9093,8,5.6,22.22,16,216,14.65,123.3,63.05
181960,9094,4,5.75,56.0,37,205,4.24,121.0,63.31
181972,9095,5,3.4,41.75,47,214,22.83,114.6,58.81
181980,9096,1,2.0,0.0,170,170,0.0,170.0,0.0
181982,9097,4,2.57,27.0,36,198,20.22,128.86,61.54
181993,9098,2,2.6,25.5,100,202,33.46,157.4,46.4
182003,9099,3,1.0,69.0,1,139,10.0,66.67,56.54
182006,9100,8,3.33,10.0,17,217,9.75,116.52,62.33
182065,9101,5,4.55,15.7,34,191,17.44,106.36,49.03
182098,9102,7,4.07,15.77,1,206,10.53,100.57,63.26
182138,9103,2,6.33,32.5,111,176,11.5,147.33,27.08
182148,9104,3,1.5,29.33,85,173,19.96,133.0,37.09
182153,9105,4,3.57,20.0,3,123,13.55,74.86,45.16
182171,9106,5,2.62,23.0,38,199,23.81,107.88,44.21
182190,9107,5,4.62,19.29,62,197,10.7,136.75,43.64
182221,9108,7,5.0,25.75,1,207,14.23,118.67,63.72
182258,9109,4,4.7,21.33,20,212,23.76,92.4,67.02
182289,9110,6,3.88,27.86,8,203,18.47,99.0,67.39
182314,9111,3,2.25,37.67,89,202,28.64,153.25,48.38
182320,9112,7,2.29,15.0,21,216,9.55,111.71,65.5
182349,9113,5,4.6,19.33,18,192,20.54,92.7,59.45
182390,9114,3,2.0,40.0,82,162,13.0,126.33,33.23
182395,9115,5,6.29,22.83,19,156,17.74,89.29,52.76
182431,9116,7,2.11,22.38,16,195,13.35,112.44,59.56
182446,9117,3,5.17,34.8,2,176,41.7,92.5,73.41
182469,9118,3,5.5,49.67,63,212,40.01,125.5,64.38
182490,9119,3,1.75,55.33,9,175,32.71,77.0,67.78
182497,9120,5,2.43,30.67,7,191,19.06,113.86,60.96
182512,9121,3,1.8,22.75,91,182,18.29,151.2,35.3
182521,9122,6,3.75,23.0,28,189,19.1,110.25,63.13
182540,9123,4,5.5,31.2,39,195,26.0,132.67,63.04
182571,9124,8,4.44,12.35,6,216,8.25,103.44,64.41
182641,9125,1,4.0,0.0,145,145,0.0,145.0,0.0
182645,9126,7,3.42,16.64,2,185,10.45,90.17,59.96
182678,9127,5,5.6,38.5,29,183,23.39,100.0,59.46
182700,9128,6,3.67,37.6,18,206,12.22,103.33,67.39
182714,9129,3,3.0,28.5,102,216,21.03,141.8,41.22
182726,9130,5,3.78,19.38,19,174,20.4,95.22,55.9
182748,9131,6,5.7,20.67,27,213,17.24,134.2,52.66
182768,9132,4,6.6,44.25,21,198,35.14,133.2,61.15
182790,9133,3,2.0,52.0,29,185,37.71,122.75,57.54
182798,9134,3,4.0,31.0,104,166,1.0,135.33,25.32
182807,9135,5,2.5,39.2,17,213,36.61,119.33,79.27
182818,9136,2,6.0,17.67,35,88,11.44,54.5,20.89
182835,9137,5,7.0,29.33,6,182,17.57,89.86,52.41
182869,9138,3,4.0,59.0,52,170,3.0,112.0,48.19
182879,9139,6,3.44,25.5,1,205,20.32,101.11,72.38
182909,9140,3,1.67,56.0,47,159,21.0,96.0,46.78
182912,9141,3,3.25,27.0,103,184,12.03,136.25,30.74
182921,9142,5,6.67,20.38,19,182,12.03,115.78,55.92
182952,9143,6,5.0,18.1,2,183,14.69,96.73,54.07
182993,9144,5,3.71,27.17,21,184,21.46,104.57,56.39
183015,9145,4,2.6,25.0,106,206,16.48,141.6,38.15
183023,9146,1,2.0,17.0,133,150,0.0,141.5,8.5
183027,9147,5,4.11,19.25,24,178,13.0,93.56,48.43
183058,9148,3,2.33,87.5,15,190,77.5,128.33,80.24
183063,9149,5,2.8,37.5,49,199,12.89,126.0,57.04
183075,9150,6,4.78,24.25,6,200,20.34,103.67,56.82
183112,9151,5,2.5,30.4,56,208,23.85,107.0,51.73
183123,9152,4,5.0,35.25,27,168,16.81,109.6,48.86
183139,9153,3,4.0,46.67,64,204,44.06,160.0,56.91
183151,9154,4,3.43,33.83,8,211,38.86,133.86,58.08
183168,9155,3,10.33,46.5,49,142,16.5,90.0,38.76
183174,9156,6,5.57,31.67,27,217,23.54,123.14,69.99
183197,9157,7,4.85,15.83,23,213,14.63,102.54,61.19
183251,9158,1,5.0,0.0,79,79,0.0,79.0,0.0
183256,9159,6,5.86,29.67,1,179,14.56,107.29,57.82
183286,9160,2,4.67,90.0,5,185,89.0,124.67,84.62
183291,9161,5,4.67,33.8,15,184,14.39,83.33,57.82
183311,9162,4,5.83,29.8,1,150,14.22,70.0,55.84
183343,9163,7,3.04,7.81,8,211,4.14,118.19,62.04
183399,9164,6,3.88,22.57,58,216,15.99,144.0,55.91
183426,9165,5,2.0,33.8,7,176,15.73,97.83,56.45
183436,9166,5,5.0,23.25,11,197,21.55,101.22,59.83
183463,9167,1,4.0,0.0,76,76,0.0,76.0,0.0
183465,9168,5,2.83,24.2,35,156,9.24,96.83,40.38
183478,9169,4,2.0,32.67,1,197,34.51,96.71,81.24
183492,9170,6,3.0,14.5,49,194,9.62,124.91,49.05
183518,9171,6,2.0,21.89,16,213,17.69,130.0,65.67
183531,9172,6,3.86,25.33,42,194,11.59,128.57,47.4
183545,9173,3,2.5,47.33,62,204,51.91,158.0,56.09
183550,9174,1,4.5,11.0,97,108,0.0,102.5,5.5
183556,9175,3,2.75,23.0,77,146,11.22,113.75,24.66
183562,9176,7,3.64,18.1,15,196,13.53,95.09,65.96
183598,9177,4,2.8,22.0,20,108,8.97,71.4,31.29
183610,9178,6,3.0,13.0,40,196,7.48,114.85,51.03
183645,9179,5,3.67,25.2,29,155,9.33,88.5,42.5
183660,9180,5,3.57,25.33,30,182,18.57,101.29,43.73
183682,9181,6,4.5,26.0,12,194,18.25,105.88,67.08
183704,9182,1,2.5,10.0,48,58,0.0,53.0,5.0
183708,9183,5,3.5,25.14,36,212,19.21,140.5,57.12
183732,9184,6,4.92,17.36,13,204,15.95,133.0,62.41
183776,9185,6,4.83,31.4,55,212,14.43,128.67,50.53
183794,9186,2,7.2,41.75,42,209,51.47,108.0,74.41
183818,9187,6,3.5,27.71,22,216,23.55,110.25,68.51
183836,9188,3,5.25,14.0,153,195,9.27,174.75,17.67
183851,9189,3,2.25,47.33,75,217,33.73,128.5,53.73
183859,9190,8,4.0,15.07,6,217,8.61,116.8,67.69
183910,9191,5,5.0,21.43,25,175,21.77,77.62,51.81
183937,9192,4,2.25,66.67,12,212,44.75,91.0,74.33
183944,9193,4,6.2,45.0,12,192,40.01,74.8,62.45
183963,9194,3,5.0,52.67,36,194,54.02,140.5,61.42
183978,9195,6,4.0,31.67,17,207,19.18,100.14,73.53
184003,9196,3,2.83,27.4,45,182,37.36,110.67,59.55
184016,9197,5,2.2,40.25,38,199,10.26,122.4,57.21
184026,9198,4,4.0,30.83,4,189,30.46,74.71,69.35
184043,9199,5,1.6,50.25,3,204,29.3,88.6,67.12
184051,9200,5,3.6,36.5,5,151,18.99,79.8,47.63
184063,9201,5,3.17,27.8,39,178,14.33,104.33,46.78
184077,9202,3,2.67,75.0,33,183,8.0,105.33,61.35
184083,9203,7,10.9,23.22,4,213,10.64,111.1,68.43
184140,9204,5,4.29,35.83,1,216,31.84,70.14,69.46
184158,9205,6,3.38,27.29,12,203,19.64,105.5,72.91
184179,9206,1,2.0,0.0,23,23,0.0,23.0,0.0
184181,9207,5,2.0,17.0,52,205,14.38,143.4,50.48
184197,9208,3,1.67,63.0,21,147,28.0,74.67,53.11
184201,9209,4,2.17,37.2,31,217,29.9,94.33,67.82
184209,9210,4,3.0,52.33,28,185,23.1,116.25,62.44
184218,9211,1,1.5,5.0,71,76,0.0,73.5,2.5
184221,9212,5,7.4,53.75,1,216,19.97,122.0,75.34
184235,9213,2,1.0,79.0,78,157,0.0,117.5,39.5
184237,9214,3,4.33,84.5,14,183,22.5,106.0,69.8
184248,9215,3,2.67,55.0,84,194,6.0,137.0,45.0
184256,9216,5,3.5,38.0,19,209,29.01,131.17,70.89
184275,9217,5,2.14,30.33,1,183,20.77,70.71,57.02
184290,9218,3,1.8,48.75,13,208,62.98,119.0,85.65
184297,9219,6,4.78,23.5,2,190,13.46,93.11,55.83
184324,9220,4,3.0,26.25,75,180,8.61,129.4,37.84
184333,9221,4,5.0,23.5,12,200,27.58,119.56,68.45
184365,9222,2,1.0,53.0,132,185,0.0,158.5,26.5
184367,9223,3,2.33,35.0,25,95,1.0,59.67,28.58
184374,9224,7,4.75,26.0,34,216,8.86,125.75,63.08
184409,9225,4,5.0,32.83,8,205,34.88,92.71,77.83
184428,9226,4,4.17,25.4,52,179,10.37,123.33,44.33
184446,9227,4,3.12,26.14,30,213,35.76,133.25,74.74
184469,9228,4,4.0,51.33,33,187,8.73,105.5,58.35
